======================================================================
Experiment Log: CCAP-Net on SEED
Start Time: 2026-01-14 20:05:33
======================================================================


======================================================================
SEED Session 1 Training Start
======================================================================
Training subject 1/15, Session 1, Dataset SEED
[2026-01-14 20:36:28] Epoch 1190/1200 | Loss: 1.7305 (PIL: 0.0504, Trans: 1.6800) | Src Acc: 99.96% | Tgt Acc: 76.90%
[2026-01-14 20:36:44] Epoch 1200/1200 | Loss: 1.7513 (PIL: 0.0361, Trans: 1.7152) | Src Acc: 98.68% | Tgt Acc: 79.49%
Training subject 2/15, Session 1, Dataset SEED
[2026-01-14 20:37:01] Epoch   10/1200 | Loss: 1.0225 (PIL: 0.0580, Trans: 0.9645) | Src Acc: 98.87% | Tgt Acc: 84.86%
[2026-01-14 20:37:17] Epoch   20/1200 | Loss: 0.9571 (PIL: 0.0419, Trans: 0.9153) | Src Acc: 99.99% | Tgt Acc: 85.47%
[2026-01-14 20:37:33] Epoch   30/1200 | Loss: 1.0063 (PIL: 0.0444, Trans: 0.9619) | Src Acc: 99.91% | Tgt Acc: 82.14%
[2026-01-14 20:37:48] Epoch   40/1200 | Loss: 1.0920 (PIL: 0.0790, Trans: 1.0130) | Src Acc: 99.98% | Tgt Acc: 79.67%
[2026-01-14 20:38:03] Epoch   50/1200 | Loss: 0.9874 (PIL: 0.0438, Trans: 0.9436) | Src Acc: 100.00% | Tgt Acc: 83.59%
[2026-01-14 20:38:17] Epoch   60/1200 | Loss: 1.0180 (PIL: 0.0666, Trans: 0.9515) | Src Acc: 100.00% | Tgt Acc: 83.62%
[2026-01-14 20:38:31] Epoch   70/1200 | Loss: 1.0151 (PIL: 0.0413, Trans: 0.9738) | Src Acc: 99.93% | Tgt Acc: 92.93% [SAVE]
[2026-01-14 20:38:46] Epoch   80/1200 | Loss: 1.0675 (PIL: 0.0911, Trans: 0.9764) | Src Acc: 100.00% | Tgt Acc: 81.76%
[2026-01-14 20:39:02] Epoch   90/1200 | Loss: 1.0694 (PIL: 0.0893, Trans: 0.9801) | Src Acc: 99.83% | Tgt Acc: 85.68%
[2026-01-14 20:39:19] Epoch  100/1200 | Loss: 1.2951 (PIL: 0.0719, Trans: 1.2233) | Src Acc: 100.00% | Tgt Acc: 88.19%
[2026-01-14 20:39:37] Epoch  110/1200 | Loss: 1.3309 (PIL: 0.0826, Trans: 1.2482) | Src Acc: 100.00% | Tgt Acc: 86.80%
[2026-01-14 20:39:51] Epoch  120/1200 | Loss: 1.3187 (PIL: 0.0485, Trans: 1.2702) | Src Acc: 100.00% | Tgt Acc: 89.48%
[2026-01-14 20:40:07] Epoch  130/1200 | Loss: 1.3426 (PIL: 0.0736, Trans: 1.2690) | Src Acc: 100.00% | Tgt Acc: 87.01%
[2026-01-14 20:40:22] Epoch  140/1200 | Loss: 1.4199 (PIL: 0.1031, Trans: 1.3168) | Src Acc: 100.00% | Tgt Acc: 87.48%
[2026-01-14 20:40:39] Epoch  150/1200 | Loss: 1.4839 (PIL: 0.1299, Trans: 1.3539) | Src Acc: 100.00% | Tgt Acc: 85.98%
[2026-01-14 20:40:56] Epoch  160/1200 | Loss: 1.4017 (PIL: 0.0542, Trans: 1.3475) | Src Acc: 100.00% | Tgt Acc: 77.61%
[2026-01-14 20:41:12] Epoch  170/1200 | Loss: 1.4885 (PIL: 0.1040, Trans: 1.3845) | Src Acc: 99.73% | Tgt Acc: 81.94%
[2026-01-14 20:41:29] Epoch  180/1200 | Loss: 1.4994 (PIL: 0.1021, Trans: 1.3972) | Src Acc: 100.00% | Tgt Acc: 80.79%
[2026-01-14 20:41:44] Epoch  190/1200 | Loss: 1.5081 (PIL: 0.0894, Trans: 1.4186) | Src Acc: 100.00% | Tgt Acc: 75.40%
[2026-01-14 20:41:59] Epoch  200/1200 | Loss: 1.5383 (PIL: 0.1128, Trans: 1.4255) | Src Acc: 100.00% | Tgt Acc: 85.77%
[2026-01-14 20:42:14] Epoch  210/1200 | Loss: 1.5308 (PIL: 0.1078, Trans: 1.4229) | Src Acc: 100.00% | Tgt Acc: 84.56%
[2026-01-14 20:42:29] Epoch  220/1200 | Loss: 1.6172 (PIL: 0.1420, Trans: 1.4752) | Src Acc: 100.00% | Tgt Acc: 84.65%
[2026-01-14 20:42:44] Epoch  230/1200 | Loss: 1.6110 (PIL: 0.1248, Trans: 1.4863) | Src Acc: 100.00% | Tgt Acc: 79.67%
[2026-01-14 20:42:59] Epoch  240/1200 | Loss: 1.5918 (PIL: 0.1081, Trans: 1.4837) | Src Acc: 100.00% | Tgt Acc: 87.04%
[2026-01-14 20:43:14] Epoch  250/1200 | Loss: 1.6196 (PIL: 0.1180, Trans: 1.5016) | Src Acc: 100.00% | Tgt Acc: 83.09%
[2026-01-14 20:43:28] Epoch  260/1200 | Loss: 1.5331 (PIL: 0.0691, Trans: 1.4640) | Src Acc: 100.00% | Tgt Acc: 88.57%
[2026-01-14 20:43:43] Epoch  270/1200 | Loss: 1.5591 (PIL: 0.0754, Trans: 1.4837) | Src Acc: 99.84% | Tgt Acc: 80.49%
[2026-01-14 20:43:58] Epoch  280/1200 | Loss: 1.6157 (PIL: 0.1028, Trans: 1.5129) | Src Acc: 100.00% | Tgt Acc: 80.64%
[2026-01-14 20:44:14] Epoch  290/1200 | Loss: 1.5678 (PIL: 0.0668, Trans: 1.5010) | Src Acc: 99.95% | Tgt Acc: 77.55%
[2026-01-14 20:44:29] Epoch  300/1200 | Loss: 1.6339 (PIL: 0.1025, Trans: 1.5314) | Src Acc: 99.99% | Tgt Acc: 78.96%
[2026-01-14 20:44:44] Epoch  310/1200 | Loss: 1.6190 (PIL: 0.0877, Trans: 1.5313) | Src Acc: 100.00% | Tgt Acc: 80.05%
[2026-01-14 20:44:59] Epoch  320/1200 | Loss: 1.6365 (PIL: 0.0892, Trans: 1.5474) | Src Acc: 100.00% | Tgt Acc: 80.20%
[2026-01-14 20:45:14] Epoch  330/1200 | Loss: 1.6558 (PIL: 0.0950, Trans: 1.5608) | Src Acc: 100.00% | Tgt Acc: 85.06%
[2026-01-14 20:45:30] Epoch  340/1200 | Loss: 1.7058 (PIL: 0.1161, Trans: 1.5897) | Src Acc: 100.00% | Tgt Acc: 86.56%
[2026-01-14 20:45:47] Epoch  350/1200 | Loss: 1.7168 (PIL: 0.0885, Trans: 1.6283) | Src Acc: 100.00% | Tgt Acc: 82.85%
[2026-01-14 20:46:03] Epoch  360/1200 | Loss: 1.6493 (PIL: 0.0517, Trans: 1.5976) | Src Acc: 99.92% | Tgt Acc: 82.23%
[2026-01-14 20:46:19] Epoch  370/1200 | Loss: 1.6585 (PIL: 0.0447, Trans: 1.6138) | Src Acc: 99.95% | Tgt Acc: 81.44%
[2026-01-14 20:46:35] Epoch  380/1200 | Loss: 1.6012 (PIL: 0.0289, Trans: 1.5724) | Src Acc: 100.00% | Tgt Acc: 83.91%
[2026-01-14 20:46:51] Epoch  390/1200 | Loss: 1.5500 (PIL: 0.0214, Trans: 1.5286) | Src Acc: 100.00% | Tgt Acc: 85.12%
[2026-01-14 20:47:07] Epoch  400/1200 | Loss: 1.5623 (PIL: 0.0223, Trans: 1.5400) | Src Acc: 100.00% | Tgt Acc: 86.80%
[2026-01-14 20:47:23] Epoch  410/1200 | Loss: 1.5760 (PIL: 0.0253, Trans: 1.5507) | Src Acc: 100.00% | Tgt Acc: 86.95%
